"","APMC","Commodity","Year","Month","arrivals_in_qtl","min_price","max_price","modal_price","date","district_name","state_name","trend","detrended_m","seasonal_m","residual_m","deseasonalised","raw_comp","deseas_comp"
"8646","purna","sorgum(jawar)",2015,"January",5,1076,1226,1096,"2015-01","Parbhani","Maharashtra",1295.33333333333,0.846114256304684,1.01446063630114,0.834053314665541,1080.37706026343,"below msp","below msp"
"8647","sailu","sorgum(jawar)",2015,"January",438,1179,1339,1183,"2015-01","Parbhani","Maharashtra",1336.41666666667,0.885202968136185,1.01446063630114,0.872584836178316,1166.13691814931,"below msp","below msp"
"8648","jintur","sorgum(jawar)",2015,"July",264,1105,1311,1198,"2015-07","Parbhani","Maharashtra",1300.91666666667,0.920889116648517,1.094273993039,0.841552593323575,1094.78979453119,"below msp","below msp"
"8649","palam","sorgum(jawar)",2015,"July",86,1725,1663,1650,"2015-07","Parbhani","Maharashtra",1289.58333333333,1.2794830371567,1.094273993039,1.16925289762516,1507.84904922911,"above msp","below msp"
"8650","parbhani","sorgum(jawar)",2015,"July",105,1550,1727,1632,"2015-07","Parbhani","Maharashtra",1328.75,1.22822201317027,1.094273993039,1.12240811806125,1491.39978687388,"above msp","below msp"
"8651","pathari","sorgum(jawar)",2015,"July",24,1293,1482,1695,"2015-07","Parbhani","Maharashtra",1369,1.23813002191381,1.094273993039,1.13146253113015,1548.97220511717,"above msp","below msp"
"8652","purna","sorgum(jawar)",2015,"July",109,1137,1253,1159,"2015-07","Parbhani","Maharashtra",1390.91666666667,0.833263435384339,1.094273993039,0.761476047758579,1059.14972609487,"below msp","below msp"
"8653","sailu","sorgum(jawar)",2015,"July",33,1120,1516,1326,"2015-07","Parbhani","Maharashtra",1385.16666666667,0.957285525207556,1.094273993039,0.874813375166667,1211.76232683503,"below msp","below msp"
"8654","jintur","sorgum(jawar)",2015,"June",760,1109,1463,1287,"2015-06","Parbhani","Maharashtra",1372,0.938046647230321,1.06067414583033,0.884387208755793,1213.37925041295,"below msp","below msp"
"8655","jintur-bori","sorgum(jawar)",2015,"June",42,1126,1239,1183,"2015-06","Parbhani","Maharashtra",1346.41666666667,0.878628458253389,1.06067414583033,0.828367940999985,1115.32840189473,"below msp","below msp"
"8656","manwat","sorgum(jawar)",2015,"June",62,1091,1420,1258,"2015-06","Parbhani","Maharashtra",1349,0.932542624166049,1.06067414583033,0.879198034412373,1186.03814842229,"below msp","below msp"
"8657","palam","sorgum(jawar)",2015,"June",58,1734,1667,1667,"2015-06","Parbhani","Maharashtra",1361.16666666667,1.22468470674666,1.06067414583033,1.15462860253649,1571.64196615259,"above msp","below msp"
"8658","parbhani","sorgum(jawar)",2015,"June",79,1474,1604,1524,"2015-06","Parbhani","Maharashtra",1396.83333333333,1.09103925545878,1.06067414583033,1.02862812273479,1436.82204944004,"below msp","below msp"
"8659","pathari","sorgum(jawar)",2015,"June",15,1706,1840,913,"2015-06","Parbhani","Maharashtra",1374.33333333333,0.664322095561484,1.06067414583033,0.62632062653081,860.77331439551,"below msp","below msp"
"8660","purna","sorgum(jawar)",2015,"June",135,1144,1465,1146,"2015-06","Parbhani","Maharashtra",1370,0.836496350364964,1.06067414583033,0.78864593207382,1080.44492694113,"below msp","below msp"
"8661","sailu","sorgum(jawar)",2015,"June",367,1083,1647,1350,"2015-06","Parbhani","Maharashtra",1345,1.00371747211896,1.06067414583033,0.946301440517546,1272.7754374961,"below msp","below msp"
"8662","sonpeth","sorgum(jawar)",2015,"June",78,1512,2189,1678,"2015-06","Parbhani","Maharashtra",1348.83333333333,1.24403805758063,1.06067414583033,1.17287487629554,1582.01272897663,"above msp","below msp"
"8663","jintur","sorgum(jawar)",2015,"March",748,1110,1703,1309,"2015-03","Parbhani","Maharashtra",1316.66666666667,0.994177215189873,0.9317515690326,1.06699816585454,1404.88091837514,"below msp","below msp"
"8664","jintur-bori","sorgum(jawar)",2015,"March",122,1352,1578,1509,"2015-03","Parbhani","Maharashtra",1345.83333333333,1.12123839009288,0.9317515690326,1.20336624842716,1619.53040934155,"below msp","above msp"
"8665","parbhani","sorgum(jawar)",2015,"March",215,1583,1733,1644,"2015-03","Parbhani","Maharashtra",1372.33333333333,1.19795967937819,0.9317515690326,1.28570717688405,1764.41881574388,"above msp","above msp"
"8666","pathari","sorgum(jawar)",2015,"March",122,1650,1844,1308,"2015-03","Parbhani","Maharashtra",1374.08333333333,0.951907332160835,0.9317515690326,1.02163212147758,1403.80767092031,"below msp","below msp"
"8667","purna","sorgum(jawar)",2015,"March",8,1132,1132,1132,"2015-03","Parbhani","Maharashtra",1369.83333333333,0.826377904854605,0.9317515690326,0.886907983114641,1214.91611886987,"below msp","below msp"
"8668","sailu","sorgum(jawar)",2015,"March",296,1215,1686,1508,"2015-03","Parbhani","Maharashtra",1390.66666666667,1.08437200383509,0.9317515690326,1.16379949320713,1618.45716188672,"below msp","above msp"
"8669","jintur","sorgum(jawar)",2015,"May",1465,1138,1470,1286,"2015-05","Parbhani","Maharashtra",1358.91666666667,0.946342061691298,1.01193661781943,0.935179185165296,1270.83058104087,"below msp","below msp"
"8670","jintur-bori","sorgum(jawar)",2015,"May",85,1178,1364,1229,"2015-05","Parbhani","Maharashtra",1334.33333333333,0.921059205595803,1.01193661781943,0.910194560980062,1214.5029425344,"below msp","below msp"
"8671","palam","sorgum(jawar)",2015,"May",32,1734,1651,1634,"2015-05","Parbhani","Maharashtra",1394.41666666667,1.17181617163689,1.01193661781943,1.15799364407029,1614.72563718568,"above msp","above msp"
"8672","parbhani","sorgum(jawar)",2015,"May",195,1553,1768,1668,"2015-05","Parbhani","Maharashtra",1437.91666666667,1.16001159084323,1.01193661781943,1.14632830793581,1648.3245794527,"above msp","above msp"
"8673","pathari","sorgum(jawar)",2015,"May",36,1607,1950,1321,"2015-05","Parbhani","Maharashtra",1435.5,0.920236851271334,1.01193661781943,0.909381906995624,1305.41772749222,"below msp","below msp"
"8674","sailu","sorgum(jawar)",2015,"May",381,1140,1810,1307,"2015-05","Parbhani","Maharashtra",1404.58333333333,0.930525066745773,1.01193661781943,0.919548764576693,1291.58286891168,"below msp","below msp"
"8675","sonpeth","sorgum(jawar)",2015,"May",42,1550,2125,1800,"2015-05","Parbhani","Maharashtra",1445.5,1.24524386025597,1.01193661781943,1.23055519320892,1778.76753178349,"above msp","above msp"
"8676","jintur","sorgum(jawar)",2015,"November",49,1534,1721,1613,"2015-11","Parbhani","Maharashtra",1454.16666666667,1.10922636103152,1.02962791120542,1.07730797597834,1566.58534840184,"above msp","below msp"
"8677","jintur-bori","sorgum(jawar)",2015,"November",5,1296,1296,1296,"2015-11","Parbhani","Maharashtra",1425.16666666667,0.909367325459011,1.02962791120542,0.883199955597924,1258.70713671964,"below msp","below msp"
"8678","manwat","sorgum(jawar)",2015,"November",51,1401,1663,1475,"2015-11","Parbhani","Maharashtra",1439.08333333333,1.02495801725636,1.02962791120542,0.995464483918663,1432.55634773262,"below msp","below msp"
"8679","parbhani","sorgum(jawar)",2015,"November",15,1600,1675,1638,"2015-11","Parbhani","Maharashtra",1481.25,1.10582278481013,1.02962791120542,1.07400233887939,1590.8659644651,"above msp","above msp"
"8680","pathari","sorgum(jawar)",2015,"November",4,1600,1875,1675,"2015-11","Parbhani","Maharashtra",1495.16666666667,1.12027644632705,1.02962791120542,1.08804009111943,1626.80127623873,"above msp","above msp"
"8681","purna","sorgum(jawar)",2015,"November",4,1150,1150,1150,"2015-11","Parbhani","Maharashtra",1483.83333333333,0.775019656295631,1.02962791120542,0.752718188639903,1116.90833891018,"below msp","below msp"
"8682","sailu","sorgum(jawar)",2015,"November",46,1382,1408,1392,"2015-11","Parbhani","Maharashtra",1497.41666666667,0.929600979464633,1.02962791120542,0.902851378976623,1351.94470240258,"below msp","below msp"
"8683","sonpeth","sorgum(jawar)",2015,"November",20,1721,1957,1793,"2015-11","Parbhani","Maharashtra",1510.66666666667,1.1868932038835,1.02962791120542,1.15273992766373,1741.40578405734,"above msp","above msp"
"8684","jintur","sorgum(jawar)",2015,"October",151,1222,1355,1279,"2015-10","Parbhani","Maharashtra",1478.25,0.865212244207678,0.998840875113005,0.866216297075138,1280.48424115132,"below msp","below msp"
"8685","jintur-bori","sorgum(jawar)",2015,"October",17,1123,1267,1157,"2015-10","Parbhani","Maharashtra",1464.58333333333,0.789985775248933,0.998840875113005,0.790902530054707,1158.34266380929,"below msp","below msp"
"8686","manwat","sorgum(jawar)",2015,"October",323,1260,1584,1393,"2015-10","Parbhani","Maharashtra",1471.75,0.946492271105826,0.998840875113005,0.947590647007456,1394.61653473322,"below msp","below msp"
"8687","palam","sorgum(jawar)",2015,"October",21,1800,1800,1800,"2015-10","Parbhani","Maharashtra",1471.75,1.2230338032954,0.998840875113005,1.2244530973535,1802.08884603001,"above msp","above msp"
"8688","parbhani","sorgum(jawar)",2015,"October",27,1600,1713,1688,"2015-10","Parbhani","Maharashtra",1478,1.14208389715832,0.998840875113005,1.1434092512775,1689.95887338814,"above msp","above msp"
"8689","purna","sorgum(jawar)",2015,"October",13,1184,1184,1184,"2015-10","Parbhani","Maharashtra",1468.66666666667,0.806173399909215,0.998840875113005,0.807108939968047,1185.37399649974,"below msp","below msp"
"8690","sailu","sorgum(jawar)",2015,"October",32,1220,1303,1263,"2015-10","Parbhani","Maharashtra",1451,0.870434183321847,0.998840875113005,0.871444296093078,1264.46567363106,"below msp","below msp"
"8691","jintur","sorgum(jawar)",2015,"September",423,1308,1480,1370,"2015-09","Parbhani","Maharashtra",1428.66666666667,0.958936070928605,0.975138040030273,0.983384948144198,1404.92929591534,"below msp","below msp"
"8692","manwat","sorgum(jawar)",2015,"September",277,1308,1715,1474,"2015-09","Parbhani","Maharashtra",1411.91666666667,1.04397096145901,0.975138040030273,1.0705878743348,1511.58086290454,"below msp","below msp"
"8693","palam","sorgum(jawar)",2015,"September",53,1834,1734,1734,"2015-09","Parbhani","Maharashtra",1460.58333333333,1.18719689621726,0.975138040030273,1.21746547409883,1778.20978037752,"above msp","above msp"
"8694","parbhani","sorgum(jawar)",2015,"September",18,1563,1675,1588,"2015-09","Parbhani","Maharashtra",1476.91666666667,1.07521300005642,0.975138040030273,1.10262645483817,1628.48738825808,"below msp","above msp"
"8695","pathari","sorgum(jawar)",2015,"September",27,1581,1959,1117,"2015-09","Parbhani","Maharashtra",1420.58333333333,0.786296709098375,0.975138040030273,0.806344001382578,1145.4788492974,"below msp","below msp"
"8696","purna","sorgum(jawar)",2015,"September",135,1309,1647,1507,"2015-09","Parbhani","Maharashtra",1439.58333333333,1.04683068017366,0.975138040030273,1.07352050397005,1545.42222550688,"below msp","below msp"
"8697","sailu","sorgum(jawar)",2015,"September",111,1303,1578,1430,"2015-09","Parbhani","Maharashtra",1462.33333333333,0.977889218144518,0.975138040030273,1.00282132170145,1466.45904610142,"below msp","below msp"
"8698","baramati","sorgum(jawar)",2015,"April",757,1501,2150,1760,"2015-04","Pune","Maharashtra",1492.91666666667,1.17890036282445,1.03156571908827,1.14282623104846,1706.1443274361,"above msp","above msp"
"8699","dound","sorgum(jawar)",2015,"April",4366,1605,2225,1879,"2015-04","Pune","Maharashtra",1499.5,1.25308436145382,1.03156571908827,1.2147402131212,1821.50294957525,"above msp","above msp"
"8700","indapur","sorgum(jawar)",2015,"April",3569,1558,2553,2053,"2015-04","Pune","Maharashtra",1529.91666666667,1.34190315376654,1.03156571908827,1.3008411669133,1990.17858194677,"above msp","above msp"
"8701","indapur-bhigwan","sorgum(jawar)",2015,"April",1618,1525,2626,1750,"2015-04","Pune","Maharashtra",1577.08333333333,1.10964332892999,1.03156571908827,1.07568844950637,1696.45032557567,"above msp","above msp"
"8702","nira","sorgum(jawar)",2015,"April",2593,1638,2559,2098,"2015-04","Pune","Maharashtra",1646.66666666667,1.27408906882591,1.03156571908827,1.23510218035549,2033.80159031872,"above msp","above msp"
"8703","shirur","sorgum(jawar)",2015,"April",444,1443,1568,1526,"2015-04","Pune","Maharashtra",1659.66666666667,0.919461739305081,1.03156571908827,0.891326381141986,1479.30468390198,"below msp","below msp"
"8704","baramati","sorgum(jawar)",2015,"August",197,1500,2300,1900,"2015-08","Pune","Maharashtra",1695.16666666667,1.12083374299479,1.02735547796164,1.09098921165886,1849.40854529705,"above msp","above msp"
"8705","dound","sorgum(jawar)",2015,"August",1220,1560,1978,1737,"2015-08","Pune","Maharashtra",1695.41666666667,1.02452691078889,1.02735547796164,0.997246749315667,1690.74875956894,"above msp","above msp"
"8706","indapur","sorgum(jawar)",2015,"August",93,1618,2374,2036,"2015-08","Pune","Maharashtra",1732.75,1.17501082094936,1.02735547796164,1.1437237121475,1981.78726222358,"above msp","above msp"
"8707","indapur (nimgaon ketki)","sorgum(jawar)",2015,"August",9,1151,1366,1256,"2015-08","Pune","Maharashtra",1744.33333333333,0.720045862793809,1.02735547796164,0.700873142977189,1222.55638573321,"below msp","below msp"
"8708","indapur-bhigwan","sorgum(jawar)",2015,"August",862,1565,2533,1890,"2015-08","Pune","Maharashtra",1776.25,1.064039408867,1.02735547796164,1.03570714489023,1839.67481611128,"above msp","above msp"
"8709","shirur","sorgum(jawar)",2015,"August",249,1346,1523,1451,"2015-08","Pune","Maharashtra",1778,0.816085489313836,1.02735547796164,0.794355514542071,1412.3641048558,"below msp","below msp"
"8710","baramati","sorgum(jawar)",2015,"December",2066,1613,2532,1929,"2015-12","Pune","Maharashtra",1792.08333333333,1.07640083701465,1.05271122164743,1.02250343197648,1832.41135872118,"above msp","above msp"
"8711","dound","sorgum(jawar)",2015,"December",3649,1846,2585,2157,"2015-12","Pune","Maharashtra",1815.25,1.18826607905247,1.05271122164743,1.12876737192267,2048.99497188263,"above msp","above msp"
"8712","indapur","sorgum(jawar)",2015,"December",199,1917,2604,2311,"2015-12","Pune","Maharashtra",1836.75,1.25820062610589,1.05271122164743,1.19520016528074,2195.28390357939,"above msp","above msp"
"8713","indapur (nimgaon ketki)","sorgum(jawar)",2015,"December",7,1551,1775,1711,"2015-12","Pune","Maharashtra",1833.5,0.933187892009817,1.05271122164743,0.886461427236841,1625.32702683875,"above msp","above msp"
"8714","indapur-bhigwan","sorgum(jawar)",2015,"December",540,1588,2851,1988,"2015-12","Pune","Maharashtra",1824.33333333333,1.08971313721908,1.05271122164743,1.03514916038773,1888.45711826735,"above msp","above msp"
"8715","nira-saswad","sorgum(jawar)",2015,"December",877,1610,2350,2025,"2015-12","Pune","Maharashtra",1865.91666666667,1.085257469519,1.05271122164743,1.03091659631085,1923.60445899969,"above msp","above msp"
"8716","shirur","sorgum(jawar)",2015,"December",213,1579,1687,1656,"2015-12","Pune","Maharashtra",1845.58333333333,0.897277283605003,1.05271122164743,0.852348930223066,1573.08097980419,"above msp","below msp"
"8717","baramati","sorgum(jawar)",2015,"February",1595,1675,2251,1963,"2015-02","Pune","Maharashtra",1864.41666666667,1.05287623474724,0.941951559264073,1.11776048820369,2083.97128354843,"above msp","above msp"
"8718","nira","sorgum(jawar)",2015,"February",330,1600,2150,1875,"2015-02","Pune","Maharashtra",1851,1.0129659643436,0.941951559264073,1.07539071874886,1990.54822040413,"above msp","above msp"
"8719","shirur","sorgum(jawar)",2015,"February",1467,1381,1566,1524,"2015-02","Pune","Maharashtra",1873.33333333333,0.813523131672598,0.941951559264073,0.863657078404527,1617.91759354448,"below msp","above msp"
"8720","baramati","sorgum(jawar)",2015,"January",2035,1784,2290,2029,"2015-01","Pune","Maharashtra",1884.91666666667,1.07644016092665,1.01446063630114,1.06109603705423,2000.07760517746,"above msp","above msp"
"8721","dound","sorgum(jawar)",2015,"January",785,1802,2330,2130,"2015-01","Pune","Maharashtra",1941.5,1.09708987895957,1.01446063630114,1.08145140353568,2099.63789996451,"above msp","above msp"
"8722","indapur-bhigwan","sorgum(jawar)",2015,"January",458,1626,3076,2300,"2015-01","Pune","Maharashtra",1972.41666666667,1.16608221724619,1.01446063630114,1.14946029004918,2267.2146337645,"above msp","above msp"
"8723","nira","sorgum(jawar)",2015,"January",135,1600,2200,1850,"2015-01","Pune","Maharashtra",1946.83333333333,0.950261107781868,1.01446063630114,0.93671560411318,1823.62916194101,"above msp","above msp"
"8724","shirur","sorgum(jawar)",2015,"January",1037,1545,1718,1654,"2015-01","Pune","Maharashtra",1892.08333333333,0.874168685311605,1.01446063630114,0.86170784161615,1630.42304532456,"above msp","above msp"
"8725","baramati","sorgum(jawar)",2015,"July",1825,1475,2092,1785,"2015-07","Pune","Maharashtra",1898.25,0.940339786645595,1.094273993039,0.859327547421735,1631.21851689331,"above msp","above msp"
"8726","dound","sorgum(jawar)",2015,"July",1356,1563,1939,1719,"2015-07","Pune","Maharashtra",1875.83333333333,0.916392714349178,1.094273993039,0.837443565485994,1570.90455492414,"above msp","below msp"
"8727","indapur","sorgum(jawar)",2015,"July",432,1407,2306,1778,"2015-07","Pune","Maharashtra",1855.25,0.958361406818488,1.094273993039,0.875796567326744,1624.82158153294,"above msp","above msp"
"8728","nira","sorgum(jawar)",2015,"July",292,1437,2167,1802,"2015-07","Pune","Maharashtra",1867.41666666667,0.964969431924673,1.094273993039,0.881835297250164,1646.75393133991,"above msp","above msp"
"8729","shirur","sorgum(jawar)",2015,"July",209,1388,1505,1484,"2015-07","Pune","Maharashtra",1827.5,0.81203830369357,1.094273993039,0.742079505552708,1356.15029639757,"below msp","below msp"
"8730","baramati","sorgum(jawar)",2015,"June",2911,1546,2084,1776,"2015-06","Pune","Maharashtra",1819.25,0.976226466950667,1.06067414583033,0.920383013754375,1674.40679777265,"above msp","above msp"
"8731","dound","sorgum(jawar)",2015,"June",768,1753,2158,1878,"2015-06","Pune","Maharashtra",1848.75,1.0158215010142,1.06067414583033,0.957713078052808,1770.57205305013,"above msp","above msp"
"8732","indapur","sorgum(jawar)",2015,"June",980,1246,2339,1706,"2015-06","Pune","Maharashtra",1821.83333333333,0.936419357789772,1.06067414583033,0.882853005770884,1608.41103434692,"above msp","above msp"
"8733","indapur-bhigwan","sorgum(jawar)",2015,"June",2108,1300,2276,1575,"2015-06","Pune","Maharashtra",1775.58333333333,0.887032430656592,1.06067414583033,0.836291177779387,1484.90467707878,"below msp","below msp"
"8734","nira","sorgum(jawar)",2015,"June",645,1600,2466,2020,"2015-06","Pune","Maharashtra",1752.25,1.15280353830789,1.06067414583033,1.08685927986435,1904.44917314231,"above msp","above msp"
"8735","shirur","sorgum(jawar)",2015,"June",267,1308,1479,1397,"2015-06","Pune","Maharashtra",1714.5,0.814814814814815,1.06067414583033,0.768204653632762,1317.08687865337,"below msp","below msp"
"8736","indapur-bhigwan","sorgum(jawar)",2015,"March",2938,1546,2716,1730,"2015-03","Pune","Maharashtra",1720.83333333333,1.00532687651332,0.9317515690326,1.07896451149216,1856.71809685943,"above msp","above msp"
"8737","nira","sorgum(jawar)",2015,"March",1129,1600,2268,1934,"2015-03","Pune","Maharashtra",1733.25,1.11582287609981,0.9317515690326,1.19755406181749,2075.66057764517,"above msp","above msp"
"8738","shirur","sorgum(jawar)",2015,"March",877,1445,1580,1548,"2015-03","Pune","Maharashtra",1719,0.900523560209424,0.9317515690326,0.966484619011054,1661.38706008,"below msp","above msp"
"8739","dound","sorgum(jawar)",2015,"May",2135,1587,2069,1849,"2015-05","Pune","Maharashtra",1724.91666666667,1.07193584231122,1.01193661781943,1.059291484699,1827.18953681538,"above msp","above msp"
"8740","indapur","sorgum(jawar)",2015,"May",1249,1606,2475,1961,"2015-05","Pune","Maharashtra",1738.16666666667,1.12820021095023,1.01193661781943,1.11489216921642,1937.86840545968,"above msp","above msp"
"8741","indapur-bhigwan","sorgum(jawar)",2015,"May",1153,1415,2326,1615,"2015-05","Pune","Maharashtra",1749.08333333333,0.923340797560627,1.01193661781943,0.912449239706621,1595.94975768352,"above msp","above msp"
"8742","nira","sorgum(jawar)",2015,"May",928,1725,2413,2069,"2015-05","Pune","Maharashtra",1773.5,1.16661967860164,1.01193661781943,1.15285844790905,2044.59445736669,"above msp","above msp"
"8743","shirur","sorgum(jawar)",2015,"May",210,1367,1468,1440,"2015-05","Pune","Maharashtra",1737,0.829015544041451,1.01193661781943,0.819236629491534,1423.01402542679,"below msp","below msp"
"8744","baramati","sorgum(jawar)",2015,"November",926,1667,2607,2133,"2015-11","Pune","Maharashtra",1772.58333333333,1.20332847538903,1.02962791120542,1.16870226835659,2071.62216251774,"above msp","above msp"
"8745","dound","sorgum(jawar)",2015,"November",886,1879,2333,2107,"2015-11","Pune","Maharashtra",1816.91666666667,1.1596569279457,1.02962791120542,1.12628738530218,2046.37032181195,"above msp","above msp"
"8746","indapur","sorgum(jawar)",2015,"November",189,1808,2536,2155,"2015-11","Pune","Maharashtra",1828.16666666667,1.17877655210138,1.02962791120542,1.1448568354381,2092.98910465342,"above msp","above msp"
"8747","indapur (nimgaon ketki)","sorgum(jawar)",2015,"November",8,1375,2156,1513,"2015-11","Pune","Maharashtra",1837.83333333333,0.823252017774553,1.02962791120542,0.799562646675675,1469.46288414878,"below msp","below msp"
"8748","indapur-bhigwan","sorgum(jawar)",2015,"November",430,1544,2691,1850,"2015-11","Pune","Maharashtra",1847.83333333333,1.00117254442139,1.02962791120542,0.972363446567107,1796.76558868159,"above msp","above msp"
"8749","nira-saswad","sorgum(jawar)",2015,"November",456,1600,2512,2056,"2015-11","Pune","Maharashtra",1858,1.10656620021529,1.02962791120542,1.07472436224052,1996.83786504289,"above msp","above msp"
"8750","shirur","sorgum(jawar)",2015,"November",255,1439,1567,1518,"2015-11","Pune","Maharashtra",1855.5,0.818108326596605,1.02962791120542,0.794566967050085,1474.31900736143,"below msp","below msp"
"8751","baramati","sorgum(jawar)",2015,"October",1291,1558,2225,1825,"2015-10","Pune","Maharashtra",1853.5,0.984623684920421,0.998840875113005,0.985766311184476,1827.11785778043,"above msp","above msp"
"8752","dound","sorgum(jawar)",2015,"October",1899,1583,2010,1703,"2015-10","Pune","Maharashtra",1832,0.929585152838428,0.998840875113005,0.93066390853624,1704.97628043839,"above msp","above msp"
"8753","indapur","sorgum(jawar)",2015,"October",364,1617,2433,2104,"2015-10","Pune","Maharashtra",1872.75,1.12348151114671,0.998840875113005,1.12478527775468,2106.44162891508,"above msp","above msp"
"8754","indapur (nimgaon ketki)","sorgum(jawar)",2015,"October",33,1190,1826,1610,"2015-10","Pune","Maharashtra",1834.5,0.877623330607795,0.998840875113005,0.878641786168897,1611.86835672684,"above msp","above msp"
"8755","indapur-bhigwan","sorgum(jawar)",2015,"October",888,1400,2400,1813,"2015-10","Pune","Maharashtra",1865.58333333333,0.971813999195962,0.998840875113005,0.972941760203811,1815.10393214023,"above msp","above msp"
"8756","nira","sorgum(jawar)",2015,"October",466,1550,2263,1931,"2015-10","Pune","Maharashtra",1848.75,1.04448951994591,0.998840875113005,1.04570161871653,1933.24086760219,"above msp","above msp"
"8757","nira-saswad","sorgum(jawar)",2015,"October",706,1625,2331,1988,"2015-10","Pune","Maharashtra",1838.83333333333,1.08112027553703,0.998840875113005,1.0823748832012,1990.30701439314,"above msp","above msp"
"8758","shirur","sorgum(jawar)",2015,"October",471,1275,1519,1442,"2015-10","Pune","Maharashtra",1779.41666666667,0.81037793284316,0.998840875113005,0.811318352136397,1443.67339776404,"below msp","below msp"
"8759","dound","sorgum(jawar)",2015,"September",2312,1571,2051,1719,"2015-09","Pune","Maharashtra",1796.58333333333,0.956816178858018,0.975138040030273,0.98121100765212,1762.827342831,"above msp","above msp"
"8760","indapur","sorgum(jawar)",2015,"September",226,1641,2353,2019,"2015-09","Pune","Maharashtra",1810.66666666667,1.115058910162,0.975138040030273,1.14348826975039,2070.47609376137,"above msp","above msp"
"8761","indapur (nimgaon ketki)","sorgum(jawar)",2015,"September",34,1176,1843,1425,"2015-09","Pune","Maharashtra",1758.08333333333,0.810541783191923,0.975138040030273,0.831207223919559,1461.33156691924,"below msp","below msp"
"8762","indapur-bhigwan","sorgum(jawar)",2015,"September",662,1500,2467,1800,"2015-09","Pune","Maharashtra",1781.58333333333,1.010337246831,0.975138040030273,1.03609664001995,1845.8925055822,"above msp","above msp"
"8763","nira","sorgum(jawar)",2015,"September",142,1600,2306,1953,"2015-09","Pune","Maharashtra",1792.25,1.08969172827452,0.975138040030273,1.11747433034269,2002.79336855669,"above msp","above msp"
"8764","shirur","sorgum(jawar)",2015,"September",462,1376,1563,1480,"2015-09","Pune","Maharashtra",1773.66666666667,0.834429618492765,0.975138040030273,0.855704099562006,1517.73383792314,"below msp","below msp"
"8765","sangali","sorgum(jawar)",2015,"April",10093,1653,2714,2174,"2015-04","Sangli","Maharashtra",1779.5,1.22169148637258,1.03156571908827,1.18430795417702,2107.476004458,"above msp","above msp"
"8766","sangali","sorgum(jawar)",2015,"August",7101,1623,2483,2107,"2015-08","Sangli","Maharashtra",1820.91666666667,1.1571095144387,1.02735547796164,1.12629906518287,2050.89673944257,"above msp","above msp"
"8767","atpadi","sorgum(jawar)",2015,"December",26,1850,2050,1950,"2015-12","Sangli","Maharashtra",1832.33333333333,1.06421684555212,1.05271122164743,1.01092951577612,1852.35984940711,"above msp","above msp"
"8768","sangali","sorgum(jawar)",2015,"December",10556,1700,2782,2439,"2015-12","Sangli","Maharashtra",1874.66666666667,1.30103129445235,1.05271122164743,1.23588622187984,2316.87470395073,"above msp","above msp"
"8769","tasgaon","sorgum(jawar)",2015,"December",1305,1583,1671,1617,"2015-12","Sangli","Maharashtra",1843.75,0.877016949152542,1.05271122164743,0.833103068645991,1536.03378281605,"above msp","below msp"
"8770","atpadi","sorgum(jawar)",2015,"February",59,1700,2100,1900,"2015-02","Sangli","Maharashtra",1881.91666666667,1.00960899791879,0.941951559264073,1.07182687685933,2017.08886334286,"above msp","above msp"
"8771","sangali","sorgum(jawar)",2015,"February",6553,1682,2597,2143,"2015-02","Sangli","Maharashtra",1917.25,1.11774677272135,0.941951559264073,1.18662871962823,2275.06391270723,"above msp","above msp"
"8772","tasgaon","sorgum(jawar)",2015,"February",300,1400,1500,1450,"2015-02","Sangli","Maharashtra",1869.83333333333,0.775470184508423,0.941951559264073,0.82325909106651,1539.35729044586,"below msp","below msp"
"8773","atpadi","sorgum(jawar)",2015,"January",131,1700,2100,1900,"2015-01","Sangli","Maharashtra",1909.41666666667,0.995068301837385,1.01446063630114,0.980884093704742,1872.91643658806,"above msp","above msp"
"8774","sangali","sorgum(jawar)",2015,"January",7216,1651,2618,2125,"2015-01","Sangli","Maharashtra",1936.5,1.09734056287116,1.01446063630114,1.08169851407168,2094.70917249981,"above msp","above msp"
"8775","atpadi","sorgum(jawar)",2015,"July",43,1600,1900,1750,"2015-07","Sangli","Maharashtra",1919.58333333333,0.911656175385283,1.094273993039,0.833115089259724,1599.23384009148,"above msp","above msp"
"8776","sangali","sorgum(jawar)",2015,"July",5051,1585,2560,2073,"2015-07","Sangli","Maharashtra",1969,1.0528186896902,1.094273993039,0.962116157733334,1894.40671457693,"above msp","above msp"
"8777","sangali","sorgum(jawar)",2015,"June",6961,1584,2677,2168,"2015-06","Sangli","Maharashtra",1968.5,1.10134620269241,1.06067414583033,1.03834547775296,2043.9830729567,"above msp","above msp"
"8778","sangali","sorgum(jawar)",2015,"March",12865,1729,2659,2198,"2015-03","Sangli","Maharashtra",1976.08333333333,1.11230126934593,0.9317515690326,1.19377450633197,2358.99790572083,"above msp","above msp"
"8779","sangali","sorgum(jawar)",2015,"May",9801,1590,2703,2152,"2015-05","Sangli","Maharashtra",1992.91666666667,1.07982437800544,1.01193661781943,1.06708696868021,2126.6154046656,"above msp","above msp"
"8780","sangali","sorgum(jawar)",2015,"November",8861,1659,2620,2341,"2015-11","Sangli","Maharashtra",1984.75,1.17949363899735,1.02962791120542,1.14555328790231,2273.63688816411,"above msp","above msp"
