"","APMC","Commodity","Year","Month","arrivals_in_qtl","min_price","max_price","modal_price","date","district_name","state_name","trend","detrended_m","seasonal_m","residual_m","deseasonalised","raw_comp","deseas_comp"
"141","amalner","bajri",2014,"October",974,1078,1292,1184,"2014-10","Jalgaon","Maharashtra",1316.08333333333,0.899639080605331,0.998840875113005,0.9006830847842,1185.37399649974,"below msp","below msp"
"142","bhusaval","bajri",2014,"October",4,1250,1250,1250,"2014-10","Jalgaon","Maharashtra",1308.33333333333,0.955414012738854,0.998840875113005,0.956522742054145,1251.45058752084,"above msp","above msp"
"143","chalisgaon","bajri",2014,"October",1155,1208,1338,1283,"2014-10","Jalgaon","Maharashtra",1306.91666666667,0.981699929860358,0.998840875113005,0.98283916319433,1284.48888303139,"above msp","above msp"
"144","chopda","bajri",2014,"October",814,1199,1313,1286,"2014-10","Jalgaon","Maharashtra",1305.58333333333,0.985000319142146,0.998840875113005,0.986143382478922,1287.49236444144,"above msp","above msp"
"145","jalgaon","bajri",2014,"October",263,1298,1366,1350,"2014-10","Jalgaon","Maharashtra",1315.41666666667,1.02629078238834,0.998840875113005,1.02748176206969,1351.56663452251,"above msp","above msp"
"146","amalner","bajri",2014,"September",372,1177,1297,1237,"2014-09","Jalgaon","Maharashtra",1302,0.950076804915515,0.975138040030273,0.974299807733907,1268.53834966955,"below msp","above msp"
"147","chalisgaon","bajri",2014,"September",2759,1224,1379,1308,"2014-09","Jalgaon","Maharashtra",1287.91666666667,1.01559365901003,0.975138040030273,1.04148706882412,1341.3485540564,"above msp","above msp"
"148","chopda","bajri",2014,"September",420,1230,1353,1340,"2014-09","Jalgaon","Maharashtra",1291.66666666667,1.03741935483871,0.975138040030273,1.06386922902372,1374.16442082231,"above msp","above msp"
"149","jalgaon","bajri",2014,"September",421,1400,1448,1406,"2014-09","Jalgaon","Maharashtra",1299.08333333333,1.08230162293925,0.975138040030273,1.10989580809057,1441.84714602699,"above msp","above msp"
"150","raver","bajri",2014,"September",1,1575,1575,1575,"2014-09","Jalgaon","Maharashtra",1323.25,1.19025127526922,0.975138040030273,1.22059772709951,1615.15594238443,"above msp","above msp"
"151","ambad(vadi godri)","bajri",2014,"December",1637,1229,1606,1395,"2014-12","Jalna","Maharashtra",1321,1.0560181680545,1.05271122164743,1.00314136140954,1325.14973842201,"above msp","above msp"
"152","jalna","bajri",2014,"December",6326,1017,1652,1390,"2014-12","Jalna","Maharashtra",1333.66666666667,1.04223944013997,1.05271122164743,0.990052560196826,1320.4000977825,"above msp","above msp"
"153","jalna-badnapur","bajri",2014,"December",1,1450,1450,1450,"2014-12","Jalna","Maharashtra",1355.83333333333,1.06945298094653,1.05271122164743,1.01590346806876,1377.39578545657,"above msp","above msp"
"154","mantha","bajri",2014,"December",9,1475,1475,1475,"2014-12","Jalna","Maharashtra",1374.58333333333,1.07305244013337,1.05271122164743,1.01932269559558,1401.14398865409,"above msp","above msp"
"155","partur","bajri",2014,"December",7,1200,1336,1336,"2014-12","Jalna","Maharashtra",1379,0.96881798404641,1.05271122164743,0.920307453862105,1269.10397887584,"above msp","above msp"
"156","ambad(vadi godri)","bajri",2014,"November",1679,1226,1619,1418,"2014-11","Jalna","Maharashtra",1390,1.02014388489209,1.02962791120542,0.990788879934081,1377.19654310837,"above msp","above msp"
"157","ghansawangi","bajri",2014,"November",102,1425,1600,1475,"2014-11","Jalna","Maharashtra",1400.41666666667,1.05325795894079,1.02962791120542,1.02295008466477,1432.55634773262,"above msp","above msp"
"158","jalna","bajri",2014,"November",9123,1050,1762,1471,"2014-11","Jalna","Maharashtra",1419.91666666667,1.03597628968836,1.02962791120542,1.00616570162274,1428.67144916249,"above msp","above msp"
"159","mantha","bajri",2014,"November",7,1525,1525,1525,"2014-11","Jalna","Maharashtra",1438,1.06050069541029,1.02962791120542,1.0299844088033,1481.11757985915,"above msp","above msp"
"160","partur","bajri",2014,"November",318,1315,1461,1420,"2014-11","Jalna","Maharashtra",1444.66666666667,0.982925703737886,1.02962791120542,0.954641665246955,1379.13899239343,"above msp","above msp"
"161","ghansawangi","bajri",2014,"October",198,1150,1450,1350,"2014-10","Jalna","Maharashtra",1440,0.9375,0.998840875113005,0.93858794064063,1351.56663452251,"above msp","above msp"
"162","jalna","bajri",2014,"October",8099,1108,1610,1415,"2014-10","Jalna","Maharashtra",1426.66666666667,0.991822429906542,0.998840875113005,0.992973410098311,1416.64206507359,"above msp","above msp"
"163","jalna-badnapur","bajri",2014,"October",14,1050,1350,1300,"2014-10","Jalna","Maharashtra",1418.75,0.916299559471366,0.998840875113005,0.917362897636422,1301.50861102167,"above msp","above msp"
"164","jalna","bajri",2014,"September",6654,1134,1488,1288,"2014-09","Jalna","Maharashtra",1410.25,0.91331324233292,0.975138040030273,0.936598927372955,1320.83863732771,"above msp","above msp"
"165","kolhapur-laxmipuri","bajri",2014,"November",40,1500,1700,1650,"2014-11","Kolhapur","Maharashtra",1426.91666666667,1.15633942650237,1.02962791120542,1.12306534614878,1602.52066017547,"above msp","above msp"
"166","kolhapur-laxmipuri","bajri",2014,"September",126,1620,1753,1683,"2014-09","Kolhapur","Maharashtra",1444.25,1.16531071490393,0.975138040030273,1.19502128628656,1725.90949271936,"above msp","above msp"
"167","latur","bajri",2014,"December",1823,1144,1592,1363,"2014-12","Latur","Maharashtra",1446.5,0.94227445558244,1.05271122164743,0.895093009560436,1294.75203832917,"above msp","above msp"
"168","ausa","bajri",2014,"November",19,1769,1769,1769,"2014-11","Latur","Maharashtra",1475.75,1.19871251905811,1.02962791120542,1.16421913781915,1718.09639263661,"above msp","above msp"
"169","latur","bajri",2014,"November",1163,1171,1544,1357,"2014-11","Latur","Maharashtra",1465.91666666667,0.925700642373941,1.02962791120542,0.899063275479966,1317.95183991401,"above msp","above msp"
"170","ahmedpur","bajri",2014,"October",7,1111,1111,1111,"2014-10","Latur","Maharashtra",1435.91666666667,0.773721780511868,0.998840875113005,0.774619661439398,1112.28928218852,"below msp","below msp"
"171","ausa","bajri",2014,"October",1,1551,1551,1551,"2014-10","Latur","Maharashtra",1438.08333333333,1.07851886191111,0.998840875113005,1.07977045071277,1552.79988899586,"above msp","above msp"
"172","latur","bajri",2014,"September",147,1017,1317,1200,"2014-09","Latur","Maharashtra",1419.75,0.845219228737454,0.975138040030273,0.866768799944687,1230.59500372147,"below msp","below msp"
"173","mumbai","bajri",2014,"November",543,1500,2000,1700,"2014-11","Mumbai","Maharashtra",1448.91666666667,1.17329038937137,1.02962791120542,1.13952853900178,1651.081892302,"above msp","above msp"
"174","bhokar","bajri",2014,"September",22,1261,1635,1478,"2014-09","Nanded","Maharashtra",1454.16666666667,1.01638968481375,0.975138040030273,1.04230338997154,1515.68284625028,"above msp","above msp"
"175","nandurbar","bajri",2014,"December",1113,1030,1534,1305,"2014-12","Nandurbar","Maharashtra",1454.58333333333,0.897164136350616,1.05271122164743,0.852241448463529,1239.65620691091,"above msp","below msp"
"176","shahada","bajri",2014,"December",115,1404,1526,1485,"2014-12","Nandurbar","Maharashtra",1471,1.00951733514616,1.05271122164743,0.958968912259078,1410.6432699331,"above msp","above msp"
"177","taloda","bajri",2014,"December",60,1340,1448,1387,"2014-12","Nandurbar","Maharashtra",1449.08333333333,0.957156823279085,1.05271122164743,0.909230189245245,1317.5503133988,"above msp","above msp"
"178","nandurbar","bajri",2014,"November",1373,1009,1526,1294,"2014-11","Nandurbar","Maharashtra",1416.66666666667,0.913411764705882,1.02962791120542,0.887128014659704,1256.76468743458,"above msp","above msp"
"179","shahada","bajri",2014,"November",141,2034,1302,1268,"2014-11","Nandurbar","Maharashtra",1408.75,0.900088731144632,1.02962791120542,0.874188356151755,1231.51284672879,"above msp","below msp"
"180","taloda","bajri",2014,"November",10,1175,1298,1225,"2014-11","Nandurbar","Maharashtra",1363.41666666667,0.898478088136422,1.02962791120542,0.872624059971862,1189.75018709997,"below msp","below msp"
"181","nandurbar","bajri",2014,"October",1007,1073,1505,1328,"2014-10","Nandurbar","Maharashtra",1361,0.975753122703894,0.998840875113005,0.976885454946466,1329.54110418214,"above msp","above msp"
"182","shahada","bajri",2014,"October",81,1212,1294,1222,"2014-10","Nandurbar","Maharashtra",1370.25,0.891808064221857,0.998840875113005,0.892842980741013,1223.41809436037,"below msp","below msp"
"183","nandurbar","bajri",2014,"September",697,1125,1384,1275,"2014-09","Nandurbar","Maharashtra",1347.25,0.946372239747634,0.975138040030273,0.970500791578445,1307.50719145406,"above msp","above msp"
"184","shahada","bajri",2014,"September",96,1313,1381,1336,"2014-09","Nandurbar","Maharashtra",1358.58333333333,0.983377292522849,0.975138040030273,1.00844931912647,1370.06243747657,"above msp","above msp"
"185","devala","bajri",2014,"December",548,1257,1402,1319,"2014-12","Nasik","Maharashtra",1326.83333333333,0.994096219067956,1.05271122164743,0.944319960332765,1252.95520070152,"above msp","above msp"
"186","kalvan","bajri",2014,"December",419,1132,1335,1241,"2014-12","Nasik","Maharashtra",1307.08333333333,0.949442142174052,1.05271122164743,0.901901796665788,1178.86080672524,"below msp","below msp"
"187","lasalgaon","bajri",2014,"December",528,1176,1442,1366,"2014-12","Nasik","Maharashtra",1312.16666666667,1.04102629239172,1.05271122164743,0.988900157027467,1297.60182271287,"above msp","above msp"
"188","malegaon","bajri",2014,"December",2282,1251,1530,1365,"2014-12","Nasik","Maharashtra",1302.16666666667,1.04825291181364,1.05271122164743,0.99576492608599,1296.65189458497,"above msp","above msp"
"189","manmad","bajri",2014,"December",620,1163,1476,1360,"2014-12","Nasik","Maharashtra",1299.91666666667,1.0462209115969,1.05271122164743,0.993834671924201,1291.90225394547,"above msp","above msp"
"190","nandgaon","bajri",2014,"December",7270,1066,1394,1235,"2014-12","Nasik","Maharashtra",1295,0.953667953667954,1.05271122164743,0.905916013867053,1173.16123795783,"below msp","below msp"
"191","satana","bajri",2014,"December",616,1138,1603,1445,"2014-12","Nasik","Maharashtra",1309.75,1.10326398167589,1.05271122164743,1.04802148869407,1372.64614481706,"above msp","above msp"
"192","sinner","bajri",2014,"December",836,1052,1496,1239,"2014-12","Nasik","Maharashtra",1310.91666666667,0.945140169092874,1.05271122164743,0.897815231430503,1176.96095046944,"below msp","below msp"
"193","yeola","bajri",2014,"December",257,1265,1425,1318,"2014-12","Nasik","Maharashtra",1310.08333333333,1.0060428725908,1.05271122164743,0.955668422548405,1252.00527257362,"above msp","above msp"
"194","devala","bajri",2014,"November",1444,1257,1462,1353,"2014-11","Nasik","Maharashtra",1321,1.02422407267222,1.02962791120542,0.994751658852297,1314.06694134388,"above msp","above msp"
"195","kalvan","bajri",2014,"November",997,1101,1460,1310,"2014-11","Nasik","Maharashtra",1323.91666666667,0.989488260842198,1.02962791120542,0.961015382424676,1272.30428171507,"above msp","above msp"
"196","lasalgaon","bajri",2014,"November",831,1104,1531,1402,"2014-11","Nasik","Maharashtra",1329.41666666667,1.05459788127625,1.02962791120542,1.02425145025604,1361.65694882788,"above msp","above msp"
"197","malegaon","bajri",2014,"November",3710,1251,1598,1408,"2014-11","Nasik","Maharashtra",1336.83333333333,1.0532352574492,1.02962791120542,1.02292803641671,1367.48429668307,"above msp","above msp"
"198","manmad","bajri",2014,"November",1554,1170,1544,1439,"2014-11","Nasik","Maharashtra",1353.33333333333,1.06330049261084,1.02962791120542,1.03270364083856,1397.59226060152,"above msp","above msp"
"199","nandgaon","bajri",2014,"November",521,1327,1564,1495,"2014-11","Nasik","Maharashtra",1364.08333333333,1.09597409737919,1.02962791120542,1.06443705094989,1451.98084058323,"above msp","above msp"
"200","satana","bajri",2014,"November",847,1147,1653,1507,"2014-11","Nasik","Maharashtra",1375.91666666667,1.09526982011992,1.02962791120542,1.06375303952051,1463.6355362936,"above msp","above msp"
"201","sinner","bajri",2014,"November",1427,1152,1539,1331,"2014-11","Nasik","Maharashtra",1373.5,0.9690571532581,1.02962791120542,0.941172187264807,1292.69999920821,"above msp","above msp"
"202","yeola","bajri",2014,"November",783,1251,1462,1347,"2014-11","Nasik","Maharashtra",1382.83333333333,0.974087019404604,1.02962791120542,0.946057317214922,1308.2395934887,"above msp","above msp"
"203","devala","bajri",2014,"October",790,1283,1497,1376,"2014-10","Nasik","Maharashtra",1377.08333333333,0.999213313161876,0.998840875113005,1.00037287025206,1377.59680674294,"above msp","above msp"
"204","kalvan","bajri",2014,"October",618,1056,1368,1236,"2014-10","Nasik","Maharashtra",1376.83333333333,0.897712141387241,0.998840875113005,0.898753909410923,1237.43434094061,"below msp","below msp"
"205","lasalgaon","bajri",2014,"October",509,1118,1447,1379,"2014-10","Nasik","Maharashtra",1381.91666666667,0.997889404812157,0.998840875113005,0.999047425546396,1380.60028815299,"above msp","above msp"
"206","malegaon","bajri",2014,"October",3671,1251,1561,1419,"2014-10","Nasik","Maharashtra",1387.41666666667,1.02276412997778,0.998840875113005,1.02395101708474,1420.64670695366,"above msp","above msp"
"207","manmad","bajri",2014,"October",1243,1114,1532,1432,"2014-10","Nasik","Maharashtra",1397.58333333333,1.02462584222765,0.998840875113005,1.02581488979587,1433.66179306387,"above msp","above msp"
"208","nandgaon","bajri",2014,"October",779,1117,1426,1362,"2014-10","Nasik","Maharashtra",1394.25,0.976869284561592,0.998840875113005,0.978002912076533,1363.58056016271,"above msp","above msp"
"209","satana","bajri",2014,"October",1793,1099,1555,1414,"2014-10","Nasik","Maharashtra",1394.75,1.0138017565872,0.998840875113005,1.01497824312857,1415.64090460357,"above msp","above msp"
"210","sinner","bajri",2014,"October",699,1026,1439,1252,"2014-10","Nasik","Maharashtra",1379.16666666667,0.907794561933535,0.998840875113005,0.908848030303956,1253.45290846087,"above msp","above msp"
"211","yeola","bajri",2014,"October",386,1245,1470,1314,"2014-10","Nasik","Maharashtra",1364.08333333333,0.963284256826929,0.998840875113005,0.964402119324508,1315.52485760191,"above msp","above msp"
"212","devala","bajri",2014,"September",648,1304,1555,1453,"2014-09","Nasik","Maharashtra",1359.58333333333,1.0687097762795,0.975138040030273,1.09595742593153,1490.04545033941,"above msp","above msp"
"213","lasalgaon","bajri",2014,"September",388,1289,1615,1462,"2014-09","Nasik","Maharashtra",1370.5,1.06676395476104,0.975138040030273,1.09396199406591,1499.27491286732,"above msp","above msp"
"214","malegaon","bajri",2014,"September",4934,1253,1589,1439,"2014-09","Nasik","Maharashtra",1378.16666666667,1.04414076671907,0.975138040030273,1.07076200892199,1475.68850862933,"above msp","above msp"
"215","manmad","bajri",2014,"September",704,1311,1573,1501,"2014-09","Nasik","Maharashtra",1388.58333333333,1.08095781071836,0.975138040030273,1.10851773425309,1539.26925048827,"above msp","above msp"
"216","nandgaon","bajri",2014,"September",1402,1234,1610,1481,"2014-09","Nasik","Maharashtra",1409,1.05110007097232,0.975138040030273,1.07789874645818,1518.75933375958,"above msp","above msp"
"217","satana","bajri",2014,"September",723,1274,1515,1421,"2014-09","Nasik","Maharashtra",1412.5,1.00601769911504,0.975138040030273,1.03166696182195,1457.22958357351,"above msp","above msp"
"218","sinner","bajri",2014,"September",889,1137,1493,1346,"2014-09","Nasik","Maharashtra",1406.41666666667,0.957042128340345,0.975138040030273,0.981442717905491,1380.31739584091,"above msp","above msp"
"219","yeola","bajri",2014,"September",437,1272,1443,1353,"2014-09","Nasik","Maharashtra",1399.83333333333,0.96654363614716,0.975138040030273,0.991186474601231,1387.49586669596,"above msp","above msp"
"220","kalamb (os)","bajri",2014,"December",113,1393,1591,1533,"2014-12","Osmanabad","Maharashtra",1414.08333333333,1.08409452531086,1.05271122164743,1.02981188289636,1456.23982007235,"above msp","above msp"
"221","murum","bajri",2014,"December",28,1355,1355,1355,"2014-12","Osmanabad","Maharashtra",1409.16666666667,0.961561206386753,1.05271122164743,0.913414036645272,1287.15261330596,"above msp","above msp"
"222","umarga","bajri",2014,"December",112,1060,1196,1130,"2014-12","Osmanabad","Maharashtra",1399,0.807719799857041,1.05271122164743,0.767275757346833,1073.41878452822,"below msp","below msp"
"223","kalamb (os)","bajri",2014,"November",247,1429,1721,1628,"2014-11","Osmanabad","Maharashtra",1425.16666666667,1.14232253537598,1.02962791120542,1.10945179607517,1581.1537180398,"above msp","above msp"
